customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
28733,53,Nebrasksa,basic,annual,annual,credit,none,6/3/2020,9.185455473,0.4188249705,0.17,152,151,18,63,11,11,64,0
28734,82,North Carolina,student,annual,monthly,credit,some,3/18/2018,13.01761237,2.268607841,0.17,204,153,21,32,19,5,53,0
28735,42,West Virginia,premium,monthly,annual,venmo,many,4/9/2020,25.08885663,0.8676713211,0.09,412,408,51,57,20,20,179,1
28736,24,California,student,monthly,monthly,debit,some,2/26/2020,0.2569135814,0.8056170178,0.21,4,3,1,100,15,15,37,1
28737,34,Florida,family premium,annual,annual,credit,none,10/27/2015,6.926753533,0.754249273,0.47,109,71,13,90,11,11,1,0
28738,85,Washington,basic,monthly,annual,credit,few,6/13/2013,15.30931623,1.888032142,0.11,247,224,25,31,12,12,357,0
28739,37,Idaho,premium,annual,monthly,venmo,few,7/24/2017,2.513063932,0.4710801641,0.44,32,20,13,70,7,2,139,0
28740,47,South Carolina,family premium,annual,annual,credit,many,1/17/2020,17.49657611,1.859830117,0.47,340,239,38,55,20,10,2,0
28741,70,Idaho,basic,annual,annual,venmo,many,5/23/2021,20.4342516,1.792648685,0.91,273,199,35,44,8,2,51,0
28742,72,New York,family premium,annual,monthly,debit,many,7/5/2016,5.064995388,0.1216337032,0.36,66,46,10,54,11,3,2,0
28743,70,New Jersey,family premium,annual,annual,debit,some,8/23/2020,21.05573035,1.670719348,0.30,393,214,49,36,12,12,1,0
28744,69,Idaho,family premium,annual,annual,credit,many,9/11/2015,17.2210115,3.111210567,0.10,320,163,42,51,5,5,0,0
28745,72,New York,family premium,annual,annual,debit,few,9/10/2016,9.703375186,0.6261851955,0.73,169,100,18,46,12,4,2,0
28746,61,New York,family premium,annual,annual,venmo,some,7/30/2016,30.49590003,0.2857682285,0.65,571,305,59,52,11,4,2,1
28747,76,Montana,family premium,annual,annual,debit,none,1/24/2016,0.2414842979,0.5465641713,0.50,4,3,1,44,9,3,0,1
28748,22,West Virginia,student,monthly,annual,debit,none,8/27/2017,22.2883769,1.753939821,0.08,422,239,42,97,20,7,64,1
28749,55,Washington,family premium,monthly,annual,credit,few,12/18/2017,6.937481509,0.8123075796,0.49,102,74,13,48,12,4,1,1
28750,80,California,family premium,annual,annual,credit,none,9/11/2017,15.55595562,0.4203796379,0.36,221,199,22,39,14,5,0,0
28751,75,Georgia,family premium,annual,annual,credit,some,3/25/2021,13.32884351,1.597333043,0.49,181,139,20,38,8,2,0,0
28752,67,South Carolina,family premium,annual,annual,credit,few,3/20/2014,25.40423579,2.172622453,0.60,318,245,38,52,19,10,1,0
28753,85,West Virginia,basic,annual,annual,debit,few,1/7/2018,26.78918205,4.117455918,0.18,322,182,35,26,20,10,55,0
28754,76,Idaho,basic,annual,annual,debit,some,3/18/2015,3.757868737,0.9785743915,0.10,57,30,6,52,6,2,243,0
28755,67,North Carolina,basic,monthly,annual,credit,few,11/25/2021,15.62810614,0.7466487756,0.27,216,116,30,41,20,5,31,1
28756,51,West Virginia,premium,annual,annual,debit,none,1/3/2018,2.38776761,0.1654801667,0.42,36,31,4,52,18,9,119,0
28757,45,Utah,family premium,annual,annual,venmo,some,3/11/2016,9.853435014,1.833158438,0.23,149,119,21,68,5,5,2,0
28758,74,Florida,basic,monthly,annual,debit,some,7/8/2013,9.316198185,1.837621142,0.18,112,64,11,50,9,9,87,0
28759,45,Washington,basic,annual,annual,debit,some,9/22/2015,1.174527508,1.032077691,0.31,15,9,8,62,15,15,314,0
28760,49,Vermont,family premium,monthly,annual,credit,few,8/31/2013,10.0247083,0.2017528272,0.24,133,90,16,77,8,8,2,0
28761,68,Washington,basic,monthly,annual,debit,some,5/27/2019,9.431939214,1.239793409,0.08,162,138,19,55,15,8,81,0
28762,70,Alabama,basic,annual,annual,credit,few,1/30/2022,11.94942287,1.073150192,0.49,186,159,25,32,11,6,39,0
28763,40,New Jersey,premium,annual,annual,venmo,few,5/31/2014,21.40131378,2.111147613,0.98,290,171,38,83,13,4,98,0
28764,23,Wisconsin,basic,annual,annual,debit,some,8/17/2018,7.464053077,0.5080455439,0.49,96,78,10,83,11,6,160,1
28765,71,Nebrasksa,basic,annual,annual,debit,some,10/6/2013,22.83836032,3.631184348,0.32,377,222,40,42,13,4,99,0
28766,32,Maine,premium,monthly,annual,venmo,none,2/3/2013,0.9230372612,0.2498615094,0.10,11,6,10,104,6,6,110,0
28767,83,South Carolina,premium,annual,annual,venmo,some,8/16/2021,21.7069638,0.6719185126,0.07,356,202,41,18,20,5,48,1
28768,18,Idaho,family premium,annual,annual,venmo,some,7/18/2015,10.36555264,0.3574812039,0.76,172,94,21,105,6,2,0,0
28769,35,California,family premium,annual,annual,venmo,none,12/11/2018,26.76392106,2.457352234,0.21,466,237,48,90,14,5,1,0
28770,34,Florida,premium,annual,annual,credit,many,7/17/2013,1.165706149,0.5677105269,0.02,14,14,8,79,9,9,142,0
28771,19,North Dakota,basic,monthly,monthly,venmo,few,6/11/2021,21.06149021,2.205973226,0.45,286,235,33,86,16,5,28,1
28772,75,Idaho,basic,annual,annual,debit,some,11/11/2020,30.25503411,2.762369873,0.75,601,354,65,45,6,2,38,0
28773,25,California,premium,monthly,annual,venmo,few,1/4/2016,9.472886211,0.7608596193,0.07,166,164,22,84,15,4,168,0
28774,34,Wisconsin,student,monthly,annual,venmo,few,4/14/2015,4.540509638,0.4808014204,0.80,79,53,15,76,14,7,172,1
28775,72,West Virginia,family premium,annual,annual,debit,many,1/12/2020,5.046051363,0.437716285,0.02,93,48,14,34,19,5,0,0
28776,45,North Carolina,premium,annual,monthly,credit,few,2/21/2021,10.79457795,1.075147453,0.27,159,101,25,52,18,6,92,0
28777,18,Vermont,basic,annual,monthly,debit,few,7/30/2015,25.84747407,0.957396489,0.09,366,282,43,104,9,9,121,0
28778,44,Georgia,family premium,annual,annual,venmo,few,12/21/2016,2.60330964,0.2443731831,0.26,32,17,10,76,10,5,1,0
28779,52,Georgia,basic,annual,annual,credit,some,7/13/2016,30.97052506,4.82840467,0.55,522,278,60,59,8,2,63,1
28780,37,Maine,family premium,annual,annual,debit,some,8/16/2017,1.924582002,0.9792706927,0.26,23,16,2,82,7,2,2,0
28781,82,Idaho,family premium,annual,annual,credit,few,5/22/2018,27.55172534,3.708431932,0.01,369,274,39,23,5,1,2,1
28782,64,Virginia,family premium,monthly,monthly,debit,some,4/17/2016,27.43026946,2.752213956,0.19,434,267,48,50,10,5,1,0
28783,85,Virginia,premium,monthly,monthly,venmo,few,7/16/2013,2.963555395,1.350436537,0.25,49,29,9,38,12,4,104,0
28784,43,New Jersey,basic,annual,annual,venmo,some,5/4/2017,0.08474405716,0.8841664516,0.09,1,1,2,80,14,14,159,0
28785,49,Idaho,family premium,monthly,annual,credit,few,9/10/2021,1.833860775,0.1511337777,0.62,25,18,9,67,5,2,2,0
28786,43,Virginia,family premium,annual,annual,credit,few,10/5/2020,27.34655713,3.806148453,0.47,341,292,37,64,10,10,1,0
28787,44,Utah,premium,monthly,monthly,debit,few,4/4/2018,17.17960404,1.545763667,0.12,297,177,35,62,5,3,230,0
28788,18,West Virginia,premium,annual,monthly,credit,some,6/20/2019,25.97099415,1.23794711,0.01,375,267,44,95,20,5,39,0
28789,36,Virginia,premium,annual,annual,debit,none,8/19/2018,17.73665891,0.907251043,0.05,231,119,24,68,11,6,50,0
28790,78,Wisconsin,family premium,monthly,annual,credit,few,10/30/2017,1.638264355,0.5934662775,0.26,21,18,12,40,12,6,1,1
28791,49,New Jersey,family premium,annual,annual,debit,few,4/16/2017,14.5175372,0.5462650115,0.27,265,222,27,65,15,15,0,0
28792,72,Georgia,family premium,annual,annual,credit,many,7/23/2020,11.53540774,0.596269125,0.50,156,82,23,33,9,5,0,0
28793,29,California,premium,monthly,annual,debit,some,3/2/2018,14.73538501,0.3870760226,0.21,203,183,25,91,15,15,69,1
28794,68,Utah,family premium,annual,monthly,credit,none,7/18/2015,7.579571837,1.309883948,0.00,111,71,17,58,5,5,2,0
28795,51,Wisconsin,premium,annual,monthly,venmo,some,11/19/2020,28.49527938,0.3817931314,0.25,552,339,57,48,13,3,31,0
28796,45,Vermont,basic,annual,annual,credit,some,1/19/2020,20.18613115,1.526821276,0.34,331,274,41,59,9,2,125,0
28797,61,North Carolina,family premium,annual,annual,credit,many,7/4/2014,14.07280253,2.279611816,0.89,172,101,26,63,19,10,0,0
28798,29,Nebrasksa,premium,monthly,annual,debit,many,10/3/2021,0.3571925809,0.4852013276,0.22,4,3,7,80,11,11,125,1
28799,74,California,family premium,annual,annual,credit,none,8/5/2019,25.17506541,3.93516342,0.10,369,244,41,48,13,3,2,0
28800,86,North Carolina,family premium,annual,annual,credit,many,8/11/2021,15.39435039,2.296352938,0.25,235,146,25,13,19,6,0,0
28801,55,California,family premium,annual,annual,credit,some,2/8/2014,26.3107984,4.335217714,0.91,400,233,44,72,15,5,2,0
28802,77,Maine,basic,annual,annual,credit,many,6/12/2021,24.72412423,2.337373559,0.20,355,185,43,38,6,2,25,0
28803,38,Montana,family premium,annual,annual,credit,none,6/15/2017,22.2838217,0.07300050158,0.91,359,313,37,75,10,10,2,0
28804,65,Montana,basic,annual,annual,credit,few,12/31/2013,19.16533486,1.457265084,0.18,232,185,32,45,9,9,178,0
28805,51,Washington,family premium,annual,annual,debit,many,6/29/2018,26.8681533,1.7101296,0.09,368,250,41,63,13,4,1,0
28806,84,South Carolina,family premium,annual,monthly,credit,some,9/17/2017,7.464741651,1.231141197,0.29,117,92,21,37,20,20,0,0
28807,50,Washington,family premium,annual,annual,debit,many,9/6/2014,1.923208356,0.6738995378,0.36,27,25,5,67,12,12,2,0
28808,81,Idaho,premium,annual,annual,debit,few,3/9/2014,9.080586783,0.9396902671,0.23,144,77,22,34,5,1,251,0
28809,29,Utah,basic,monthly,annual,debit,none,4/9/2020,23.56398815,2.918543989,0.08,415,219,50,82,5,5,45,1
28810,21,North Dakota,premium,monthly,annual,debit,none,3/1/2013,1.003261266,0.4270137556,0.47,14,8,4,112,17,17,157,0
28811,62,Florida,family premium,annual,annual,debit,few,8/24/2013,13.51385302,1.877401049,0.09,181,109,22,57,9,5,2,0
28812,60,West Virginia,family premium,annual,annual,credit,none,5/7/2018,27.86812803,1.635405946,0.11,408,235,41,63,19,6,0,0
28813,21,North Dakota,basic,annual,annual,venmo,some,5/27/2013,22.43641824,2.486197668,0.10,404,218,47,91,17,4,94,0
28814,65,West Virginia,family premium,annual,annual,credit,some,1/12/2018,15.73760804,1.92079705,0.36,200,143,28,45,18,9,0,0
28815,35,Montana,basic,annual,monthly,credit,none,10/9/2020,9.868307867,1.365345789,0.98,166,149,22,74,9,3,115,1
28816,60,California,basic,annual,annual,venmo,some,2/18/2018,29.70795523,3.419178456,0.37,560,312,58,45,15,15,47,0
28817,75,North Carolina,premium,monthly,annual,credit,few,12/8/2020,12.355946,0.06022094352,0.23,179,123,21,42,18,9,32,0
28818,53,Georgia,basic,annual,annual,venmo,few,11/6/2021,24.9307167,0.1206691124,0.34,333,230,40,63,10,3,28,0
28819,50,West Virginia,premium,annual,annual,credit,some,3/31/2015,12.53726112,1.343110474,0.25,158,90,21,81,19,19,73,0
28820,37,Nebrasksa,family premium,monthly,annual,credit,some,6/13/2014,19.72969483,3.427457971,0.82,259,164,28,82,11,4,0,0
28821,56,Alabama,family premium,monthly,annual,debit,few,8/19/2021,15.20312386,1.186652343,0.21,190,134,29,55,8,2,1,0
28822,48,Georgia,basic,annual,annual,debit,few,2/4/2014,21.24129823,0.3865331927,0.69,255,144,27,86,10,3,96,0
28823,68,West Virginia,family premium,annual,annual,credit,few,3/24/2017,1.823534065,0.5042722144,0.34,33,23,4,43,17,9,0,0
28824,77,Nebrasksa,basic,annual,annual,venmo,many,2/28/2020,6.409488843,0.354965751,0.03,82,56,13,28,11,3,92,0
28825,46,New York,family premium,monthly,annual,debit,few,3/5/2013,30.63001841,4.494233133,0.63,459,321,54,85,9,9,0,0
28826,23,West Virginia,basic,monthly,annual,credit,none,12/26/2019,27.22610284,3.74554944,0.76,471,436,51,78,20,20,90,0
28827,53,Virginia,family premium,monthly,annual,credit,some,11/13/2019,30.10839506,0.2730819923,0.81,541,374,58,68,10,10,1,0
28828,74,North Carolina,premium,monthly,monthly,debit,few,7/16/2021,23.82314299,1.832462376,0.07,360,305,39,40,21,11,89,0
28829,52,Washington,premium,annual,annual,credit,some,11/24/2015,18.67500704,1.669079734,0.29,242,150,32,76,13,4,74,0
28830,78,Washington,family premium,annual,annual,venmo,some,6/15/2013,23.39571103,1.136820559,0.42,297,196,30,35,15,15,0,0
28831,57,West Virginia,premium,annual,annual,debit,few,8/15/2019,30.38472164,2.091302807,0.36,541,414,64,50,17,4,43,0
28832,53,Maine,family premium,annual,annual,credit,few,7/5/2021,16.96256822,1.454181591,0.77,212,120,30,55,7,7,1,1
28833,46,Montana,family premium,monthly,annual,credit,none,6/10/2020,26.75043823,3.994261778,0.62,489,421,58,56,8,8,1,1
28834,59,West Virginia,basic,monthly,annual,credit,none,10/25/2018,17.65588337,1.843378419,0.04,333,240,38,51,17,4,155,0
28835,85,North Carolina,basic,annual,annual,credit,some,7/17/2018,10.14154202,2.113456999,0.04,142,82,19,29,21,21,61,0
28836,25,Maine,family premium,annual,annual,venmo,few,8/11/2013,26.57254692,1.78702372,0.47,348,208,36,93,5,1,2,0
28837,55,Alabama,basic,monthly,monthly,venmo,some,2/8/2022,26.77268715,1.392495787,0.54,444,250,49,61,11,6,24,0
28838,72,Montana,basic,annual,annual,venmo,some,2/12/2018,23.21650102,3.541858634,0.18,383,275,48,50,8,3,74,0
28839,83,Georgia,basic,annual,monthly,debit,many,3/24/2021,29.99448725,0.3443392655,0.01,417,263,50,37,11,6,111,0
28840,22,North Carolina,basic,annual,annual,debit,some,5/11/2019,4.214855166,0.7244555598,0.34,64,37,15,98,19,10,61,0
28841,68,Idaho,premium,annual,monthly,debit,many,1/31/2017,4.454137225,0.06037406345,0.40,63,36,8,46,7,2,74,0
28842,34,Florida,basic,annual,monthly,credit,none,5/21/2016,9.300127481,1.0352907,0.07,169,118,26,80,9,2,115,0
28843,51,Florida,family premium,annual,annual,venmo,many,1/30/2015,0.7066852828,0.5600458527,0.08,12,9,3,75,10,3,1,0
28844,66,California,family premium,annual,annual,debit,many,11/21/2013,1.516772128,0.9203497585,0.47,20,13,3,69,14,7,0,0
28845,85,Wisconsin,premium,annual,monthly,credit,none,1/11/2019,28.02661943,4.151905415,0.24,374,337,38,32,12,4,73,0
28846,40,New York,premium,annual,monthly,venmo,none,8/28/2016,5.232223412,0.8371849878,0.05,88,45,17,72,12,4,94,0
28847,76,South Carolina,family premium,annual,annual,credit,many,3/14/2015,5.494628166,1.144602783,0.41,94,77,19,45,20,5,2,1
28848,56,California,family premium,annual,annual,credit,few,9/14/2015,27.81100788,3.26441844,0.35,334,195,36,69,13,3,0,0
28849,78,Alabama,family premium,annual,annual,credit,some,12/28/2021,5.915840227,1.385813328,0.38,80,43,8,37,10,5,1,1
28850,22,North Dakota,student,monthly,monthly,debit,none,6/28/2020,1.745045364,0.1987179192,0.23,28,18,3,93,16,5,39,1
28851,40,Utah,premium,annual,annual,credit,none,7/15/2018,7.763543636,0.2932894212,0.98,139,126,19,69,3,1,55,0
28852,53,Utah,student,monthly,monthly,debit,few,4/17/2019,7.624081041,0.7820987215,0.08,139,88,15,68,5,5,42,0
28853,23,North Dakota,student,annual,monthly,debit,some,4/25/2017,13.13632962,2.202791673,0.69,210,154,21,87,16,8,125,0
28854,80,Maine,premium,annual,monthly,credit,few,5/23/2019,15.57726003,2.253459236,0.45,225,156,26,22,6,3,71,0
28855,51,Florida,family premium,annual,annual,credit,few,1/28/2022,2.666802303,0.3772688483,0.14,53,30,14,52,9,2,0,0
28856,74,New York,premium,monthly,monthly,debit,some,12/8/2021,23.72017725,2.817031336,0.07,335,179,37,27,12,12,54,1
28857,83,California,basic,annual,annual,credit,few,9/7/2019,10.42644036,0.8689279422,0.71,142,135,17,22,13,7,183,0
28858,83,Florida,basic,annual,annual,credit,few,4/4/2017,24.7013048,1.649834303,0.12,373,350,39,25,10,3,62,0
28859,39,West Virginia,student,monthly,annual,credit,some,4/26/2021,3.133891877,0.5558831845,0.13,56,29,8,76,20,5,29,0
28860,23,New York,basic,annual,annual,credit,few,9/20/2020,28.65751989,0.5208969634,0.09,558,378,61,79,12,4,42,1
28861,52,Wisconsin,basic,annual,annual,credit,few,5/19/2018,4.392929787,0.9086777535,0.40,61,36,15,59,14,7,54,1
28862,28,California,family premium,annual,annual,debit,some,1/1/2013,27.76052653,4.689969486,0.69,377,220,38,104,15,15,1,0
28863,53,Nebrasksa,premium,monthly,monthly,venmo,some,1/4/2013,15.2614893,0.8764436916,0.15,228,127,29,79,12,12,278,0
28864,52,North Dakota,premium,monthly,monthly,debit,many,7/9/2020,12.0642844,0.3459763738,0.65,167,123,24,64,18,18,32,0
28865,76,Alabama,family premium,annual,annual,debit,few,3/31/2017,28.18465541,1.023336065,0.79,511,314,55,37,11,11,0,0
28866,29,West Virginia,student,monthly,monthly,debit,some,11/12/2013,25.54812903,4.012617525,0.29,443,237,49,84,18,18,112,1
28867,81,Idaho,basic,annual,monthly,credit,none,1/28/2014,9.212162585,1.620315274,0.14,122,70,21,53,5,1,338,0
28868,51,South Carolina,basic,annual,annual,credit,none,5/24/2013,25.09108701,2.252915234,0.25,359,201,45,77,18,9,116,0
28869,70,Florida,family premium,annual,annual,credit,none,4/1/2021,0.4649154631,0.5345005669,0.68,7,4,5,44,9,5,2,0
28870,56,Florida,student,monthly,monthly,debit,few,7/22/2014,4.609961082,0.6711491738,0.59,85,79,12,78,9,2,169,0
28871,59,South Carolina,family premium,annual,annual,debit,many,10/2/2013,20.015233,2.245612739,0.86,353,182,45,59,18,6,0,0
28872,57,Alabama,family premium,annual,annual,debit,many,10/31/2020,17.74707966,1.869278189,0.10,246,123,27,40,11,6,2,0
28873,57,Wisconsin,family premium,annual,annual,debit,many,8/18/2018,6.701965744,0.3864588279,0.29,104,90,11,63,11,11,1,0
28874,67,North Carolina,family premium,annual,annual,venmo,some,7/16/2021,9.303175981,0.8285921289,0.35,123,92,17,40,20,7,0,0
28875,56,North Carolina,family premium,annual,annual,credit,few,12/5/2017,0.9143293098,0.6682121065,0.29,11,10,10,52,21,11,0,0
28876,86,Utah,family premium,annual,annual,credit,few,3/29/2021,22.07668214,0.927262932,0.48,314,167,39,28,4,1,1,0
28877,51,Nebrasksa,family premium,annual,annual,debit,few,9/11/2019,2.047244053,0.6077367845,0.30,40,28,6,73,14,7,1,0
28878,51,New York,family premium,annual,annual,debit,some,6/17/2014,26.89279396,2.730887303,0.13,430,264,44,59,11,11,0,0
28879,53,Wisconsin,basic,annual,annual,credit,many,9/25/2019,8.156165127,1.833600637,0.39,144,122,22,69,13,13,37,0
28880,33,Georgia,premium,annual,annual,debit,many,12/22/2019,3.383982498,0.7885927547,0.65,45,45,10,73,11,3,70,1
28881,73,Maine,family premium,annual,monthly,credit,few,5/3/2019,15.32083322,2.360425295,0.40,282,146,29,51,7,2,2,0
28882,19,New Jersey,student,monthly,annual,debit,many,8/20/2020,8.518198622,0.5539001457,0.55,111,62,13,92,14,5,79,0
28883,34,Washington,family premium,annual,annual,debit,none,5/28/2016,30.36507069,2.762108275,0.23,395,289,43,91,13,3,1,1
28884,40,Nebrasksa,family premium,annual,annual,venmo,many,11/7/2015,10.96183732,0.5792644349,0.49,178,164,28,73,11,6,1,0
28885,69,Virginia,basic,annual,monthly,credit,few,4/26/2016,8.873694364,1.265304173,0.14,160,108,20,43,10,5,66,0
28886,82,West Virginia,basic,annual,annual,credit,few,5/1/2020,20.1115987,0.0655181995,0.42,320,224,41,30,19,5,127,1
28887,75,West Virginia,family premium,annual,annual,debit,some,12/21/2020,23.8978102,0.4055102728,0.89,450,265,50,27,17,9,2,0
28888,33,New Jersey,basic,monthly,monthly,debit,some,4/27/2019,2.032702932,0.7053188229,0.48,31,19,7,89,15,8,143,0
28889,75,Virginia,premium,annual,annual,credit,few,7/2/2017,22.34620135,1.49083684,0.03,311,158,39,52,10,3,74,0
28890,44,North Dakota,family premium,annual,annual,venmo,many,10/28/2015,8.600486596,0.1515568897,0.33,108,79,20,82,15,8,2,0
28891,73,Georgia,family premium,annual,annual,debit,some,7/22/2018,4.823216167,0.8914945877,0.39,78,42,17,44,8,2,2,0
28892,85,Utah,premium,monthly,monthly,debit,many,2/19/2014,7.858228736,0.6029358946,0.93,153,123,23,29,3,3,175,0
28893,79,California,basic,annual,annual,credit,few,9/25/2018,2.592507621,1.287035269,0.02,34,18,8,34,13,7,52,0
28894,26,Utah,premium,annual,annual,debit,none,2/22/2014,30.97612435,1.127828387,0.37,458,264,56,105,4,2,134,1
28895,79,New Jersey,basic,annual,annual,venmo,few,2/12/2018,8.42117175,1.917826561,0.41,147,122,19,30,15,4,70,0
28896,40,Virginia,basic,annual,annual,credit,few,9/14/2021,12.22464413,1.690156685,0.91,171,137,23,75,12,12,33,0
28897,63,Virginia,family premium,annual,annual,debit,some,3/26/2021,16.290277,0.9600287985,0.10,270,186,27,34,11,6,1,0
28898,65,North Carolina,family premium,annual,monthly,debit,some,10/8/2017,6.060089185,0.6278745637,0.48,75,55,15,46,20,5,0,0
28899,53,Alabama,family premium,annual,annual,credit,some,7/26/2021,3.345472694,0.1498128627,0.41,58,32,6,44,11,6,0,0
28900,74,Washington,basic,annual,annual,credit,none,9/9/2020,28.76096999,0.3067235175,0.14,424,319,43,24,14,14,149,1
28901,51,Nebrasksa,basic,annual,annual,venmo,none,9/9/2021,9.005309407,1.722558222,0.44,112,88,19,49,11,4,25,0
28902,65,Maine,family premium,annual,annual,credit,none,11/10/2020,20.05090893,2.969762375,0.04,257,236,31,36,7,4,2,0
28903,67,Wisconsin,family premium,annual,annual,credit,few,6/16/2013,27.8450997,0.4455253027,0.33,336,204,41,57,14,14,0,0
28904,26,Vermont,basic,annual,annual,debit,some,7/4/2018,20.79708623,2.382632851,0.96,304,173,37,91,10,3,58,0
28905,79,California,family premium,annual,monthly,credit,few,3/8/2016,8.730592907,1.80298385,0.43,128,80,16,42,13,13,2,0
28906,20,New Jersey,basic,annual,annual,debit,some,5/10/2018,28.18281938,3.68148819,0.23,397,333,46,101,13,4,249,0
28907,69,Virginia,basic,annual,annual,credit,many,9/1/2017,8.688432878,0.4938079952,0.25,125,91,17,58,10,10,61,0
28908,35,California,premium,annual,annual,credit,some,6/17/2021,29.71868652,0.8306520702,0.91,424,224,42,79,14,7,27,0
28909,50,Utah,basic,annual,annual,debit,none,10/26/2017,8.169313179,0.6280960219,0.67,118,77,13,75,5,2,117,1
28910,31,California,family premium,monthly,annual,credit,many,4/27/2014,28.07867429,2.095877112,0.28,549,275,57,81,15,15,0,0
28911,77,New Jersey,premium,monthly,monthly,venmo,few,12/18/2017,22.68493914,2.454589524,0.49,317,180,33,49,15,5,64,1
28912,60,Maine,premium,annual,monthly,credit,few,10/13/2014,14.02615144,0.8038274397,0.78,248,134,26,59,8,3,146,0
28913,61,Virginia,family premium,monthly,annual,venmo,some,10/5/2014,14.28135185,2.376070797,0.79,265,170,31,63,10,10,1,0
28914,28,Montana,premium,annual,annual,debit,some,5/17/2019,26.62903938,4.411391238,0.09,488,302,53,95,8,3,53,0
28915,26,Utah,premium,annual,monthly,venmo,some,12/2/2018,3.948864203,1.322928854,0.61,48,36,6,77,5,3,82,0
28916,43,Virginia,basic,annual,annual,venmo,many,9/7/2018,2.554371353,0.8012567823,0.17,32,23,3,62,9,3,74,0
28917,61,Utah,premium,monthly,monthly,credit,none,2/7/2018,20.8628048,3.425195749,0.32,326,187,43,60,3,1,52,1
28918,30,North Carolina,basic,annual,annual,credit,many,3/12/2018,20.47950205,1.468854868,0.57,371,268,39,89,18,5,160,0
28919,55,South Carolina,family premium,annual,annual,debit,none,2/24/2017,9.299460101,0.02929029424,0.99,131,73,19,69,21,11,2,0
28920,30,West Virginia,premium,monthly,annual,credit,none,1/3/2015,27.56055031,2.109863117,0.58,341,204,39,79,19,6,89,0
28921,57,Nebrasksa,premium,monthly,annual,debit,many,7/26/2018,27.17805175,2.698777572,0.19,327,219,42,51,12,3,134,0
28922,28,North Carolina,premium,annual,annual,debit,few,12/25/2021,20.45822713,1.397656949,0.02,341,190,41,76,21,11,53,0
28923,30,Nebrasksa,premium,monthly,monthly,venmo,none,2/22/2021,14.44227963,0.8911612965,0.48,268,171,37,88,11,11,31,0
28924,85,Vermont,basic,annual,annual,credit,few,2/9/2017,23.63702203,1.773234404,0.01,284,157,29,20,9,5,67,0
28925,67,New York,premium,monthly,monthly,debit,some,9/27/2019,7.913908409,0.05129180721,0.47,157,129,17,37,11,11,74,0
28926,86,Florida,basic,annual,annual,credit,none,10/17/2013,21.52579098,3.447101014,0.76,415,331,52,45,8,4,166,0
28927,41,New Jersey,basic,annual,annual,venmo,none,4/17/2014,18.82606891,3.400162473,0.37,242,173,26,73,15,4,128,1
28928,84,South Carolina,family premium,annual,annual,debit,many,2/2/2022,14.65610945,1.44656202,0.65,267,211,34,27,19,19,1,0
28929,83,Florida,premium,monthly,monthly,venmo,none,1/19/2020,15.9753923,1.463332783,0.58,292,236,32,28,9,2,59,1
28930,63,Idaho,premium,monthly,monthly,debit,few,3/5/2014,24.07932429,2.085463828,0.80,383,275,40,47,8,3,126,0
28931,47,Idaho,family premium,annual,annual,credit,few,1/24/2022,20.31978942,0.7748020168,0.65,356,325,39,66,7,2,1,0
28932,59,Virginia,family premium,annual,annual,venmo,many,11/22/2019,4.204058874,0.8088565643,0.15,68,35,14,41,9,3,2,0
28933,26,North Dakota,premium,annual,annual,debit,few,7/30/2016,18.89263366,2.783451336,0.04,257,208,31,101,18,6,59,0
28934,23,Georgia,family premium,annual,annual,venmo,few,1/21/2017,14.69299547,1.292385882,0.77,180,171,20,83,10,3,2,1
28935,56,Utah,family premium,annual,annual,venmo,none,4/26/2016,7.104300519,0.8138136873,0.09,87,59,10,74,4,1,0,0
28936,59,Utah,family premium,monthly,annual,venmo,many,5/8/2013,8.211080224,0.737534226,0.57,115,87,17,57,6,3,2,0
28937,25,North Dakota,premium,monthly,annual,debit,few,6/13/2016,24.85846261,1.658728603,0.10,480,431,56,87,16,16,89,1
28938,46,New York,premium,annual,annual,debit,none,12/22/2013,28.62686541,1.097472537,0.05,412,237,42,84,11,3,124,0
28939,62,Maine,basic,annual,annual,credit,some,5/22/2019,7.423234115,0.2273883658,0.56,111,66,13,55,6,3,49,0
28940,46,North Dakota,family premium,annual,annual,credit,many,10/4/2021,27.73452437,4.029316994,0.46,518,343,60,66,16,5,1,0
28941,79,West Virginia,premium,monthly,annual,venmo,none,10/26/2021,24.6662039,2.557344996,0.95,406,240,48,34,18,6,25,0
28942,59,West Virginia,family premium,annual,monthly,credit,some,1/18/2014,24.68614525,1.80250517,0.24,311,177,39,65,18,6,0,0
28943,84,Idaho,basic,annual,annual,debit,many,7/19/2021,30.0875922,3.784593612,0.34,411,260,47,36,8,8,70,0
28944,20,New York,basic,annual,annual,venmo,some,7/18/2014,19.10222896,0.9215464523,0.66,314,233,34,112,11,6,125,0
28945,70,Alabama,basic,annual,annual,venmo,few,6/26/2020,25.06721027,2.605194892,0.42,450,264,52,50,9,2,35,0
28946,25,Nebrasksa,basic,annual,annual,debit,none,8/26/2018,13.26288821,0.6651002988,0.47,207,112,28,83,11,6,60,0
28947,43,Vermont,basic,annual,annual,credit,few,4/9/2017,16.87859894,2.094893574,0.91,301,172,33,85,9,2,66,0
